time,seconds_elapsed,z,y,x
1761316474405140500,0.076140380859375,0.000184185104444623,0.00228692265227437,-0.0008778912015259266
1761316474415123500,0.08612353515625,0.00041428219992667437,0.0014293850399553776,-0.0016962806694209576
1761316474425105700,0.096105712890625,-0.0008583255694247782,0.003101024776697159,-0.000396674033254385
1761316474435088400,0.10608837890625,-0.00004499615170061588,-0.0011840015649795532,0.0010933646699413657
1761316474445070600,0.116070556640625,0.00181585771497339,-0.0006338190287351608,-0.001402832567691803
1761316474455053600,0.126053466796875,0.0010981356026604772,0.00015021581202745438,-0.0006052157841622829
1761316474465036300,0.136036376953125,-0.0006247961428016424,-0.0010948446579277515,-0.0012321074027568102
1761316474475018500,0.1460185546875,0.001146205933764577,-0.001277803909033537,-0.0004994717892259359
1761316474485001500,0.15600146484375,0.0010175376664847136,0.0003976235166192055,-0.0005178642459213734
1761316474494983400,0.1659833984375,0.0017866585403680801,-0.0006402102299034595,-0.00025287969037890434
1761316474504966400,0.17596630859375,0.00022563571110367775,-0.0022313811350613832,0.0017399287316948175
1761316474514949600,0.18594970703125,-0.0013581461971625686,-0.00032562296837568283,-0.0014196455013006926
1761316474524931300,0.195931396484375,0.001540426630526781,-0.0008631055243313313,0.0016311239451169968
1761316474534914600,0.20591455078125,0.0006911444943398237,0.0015739533118903637,0.001928865211084485
1761316474544896300,0.215896240234375,-0.003499391721561551,-0.00003614136949181557,0.000958707183599472
1761316474554879500,0.22587939453125,-0.0014365072129294276,0.0031399442814290524,0.00014324719086289406
1761316474564861400,0.235861328125,0.00047632958739995956,-0.00006432877853512764,0.00039726041723042727
1761316474574844400,0.245844482421875,0.002199128270149231,-0.0006686002016067505,0.0020572086796164513
1761316474584827400,0.255827392578125,-0.0007884541992098093,-0.0008585592731833458,-0.001082854112610221
1761316474594809600,0.2658095703125,0.0019391552777960896,0.0006799488328397274,0.0011968117905780673
1761316474604792300,0.275792236328125,0.001564976293593645,-0.00040773022919893265,-0.0019079679623246193
1761316474614774500,0.2857744140625,-0.00024384271819144487,0.0012908335775136948,-0.0009670730214565992
1761316474624757500,0.295757568359375,0.0008138786070048809,0.0016445084474980831,0.001035857480019331
1761316474634740500,0.305740478515625,0.0006775246001780033,-0.00042822957038879395,0.00018843961879611015
1761316474644722400,0.315722412109375,-0.0014132884098216891,0.00022882036864757538,0.0025540415663272142
1761316474654705400,0.325705322265625,-0.0005805179825983942,0.0010320297442376614,0.0000711765605956316
1761316474664687400,0.335687255859375,0.00007511675357818604,0.00009541492909193039,-0.00037485361099243164
1761316474674670300,0.34567041015625,-0.001870588748715818,0.002270151861011982,0.0008366183610633016
1761316474684653600,0.355653564453125,0.0021185255609452724,0.0021989825181663036,0.0019979076460003853
1761316474694635300,0.36563525390625,-0.00013876997400075197,-0.0005677752196788788,0.000616525998339057
1761316474704618500,0.375618408203125,0.00022193463519215584,0.00039656972512602806,-0.0015361735131591558
1761316474714600400,0.385600341796875,-0.0018361562397331,0.001250911969691515,-0.001686109695583582
1761316474724583400,0.39558349609375,-0.00016603688709437847,-0.002853832673281431,0.00035154144279658794
1761316474734566400,0.40556640625,-0.00016071053687483072,0.001329460646957159,0.00027830456383526325
1761316474744548600,0.415548583984375,-0.00013533607125282288,-0.00022598635405302048,-0.0013674665242433548
1761316474754531300,0.42553125,-0.0005241576582193375,-0.0014893901534378529,-0.002718754578381777
1761316474764513500,0.435513427734375,0.0008874526247382164,-0.0018804105930030346,0.0011548502370715141
1761316474774496500,0.44549658203125,0.000835520913824439,0.000915109645575285,0.00012074480764567852
1761316474784479500,0.4554794921875,0.0007309706415981054,-0.00012625288218259811,-0.0008355628233402967
1761316474794461400,0.46546142578125,-0.00035693065728992224,0.00021170219406485558,0.0004227808676660061
1761316474804444700,0.475444580078125,-0.00004631897900253534,-0.000401113647967577,-0.0014346749521791935
1761316474814426400,0.48542626953125,0.0007214703364297748,0.0005664126947522163,-0.0017023226246237755
1761316474824409600,0.49540966796875,1.8719583749771118e-7,-0.0002836422063410282,-0.000060200225561857224
1761316474834392600,0.505392578125,-0.0011721362825483084,0.00024233246222138405,-0.00026446464471518993
1761316474844374500,0.51537451171875,-0.00034692324697971344,-0.001241206657141447,-0.0004408513195812702
1761316474854357500,0.525357421875,-0.0024649351835250854,-0.000015886500477790833,0.0013309495989233255
1761316474864339500,0.53533935546875,-0.000977068324573338,-0.0013041063211858273,-0.0017444787081331015
1761316474874322400,0.545322509765625,-0.00024390011094510555,-0.0007861214689910412,0.0003458363935351372
1761316474884304600,0.5553046875,-0.0006540382164530456,0.000713445246219635,0.0007010659901425242
1761316474894288000,0.565287841796875,-0.0008415247430093586,0.0006910748779773712,-0.0045624058693647385
1761316474904270800,0.575270751953125,-0.0019733335357159376,0.0006525875069200993,-0.0012940766755491495
1761316474914252800,0.585252685546875,-0.00035892531741410494,-0.0028651822358369827,-0.002345758955925703
1761316474924235800,0.59523583984375,-0.0008353483281098306,0.0008968431502580643,0.00174760352820158
1761316474934218000,0.605218017578125,0.0004059510538354516,0.0016145650297403336,-0.0013491201680153608
