time,seconds_elapsed,z,y,x
1761379033654912500,0.12391259765625,-0.045257568359375,-0.0047231316566467285,0.010181384161114693
1761379033674987300,0.1439873046875,-0.05710887908935547,-0.008259236812591553,-0.0019054431468248367
1761379033695055400,0.164055419921875,-0.0501556396484375,-0.002002418041229248,0.0026054438203573227
1761379033715110000,0.18410986328125,-0.05246257781982422,0.0060040950775146484,0.006255624815821648
1761379033735161300,0.204161376953125,-0.05003070831298828,0.006214737892150879,0.009619073942303658
1761379033755215400,0.22421533203125,-0.04834461212158203,0.008855462074279785,0.005356987938284874
1761379033775267600,0.244267578125,-0.05643272399902344,0.008102059364318848,0.010920943692326546
1761379033795319600,0.264319580078125,-0.05851554870605469,-0.006712019443511963,0.00878872349858284
1761379033815371800,0.284371826171875,-0.0660562515258789,0.0002955794334411621,0.004663998261094093
1761379033835424300,0.30442431640625,-0.059078216552734375,0.00626063346862793,0.006478792056441307
1761379033855454200,0.3244541015625,-0.04734611511230469,0.004417717456817627,0.0035344287753105164
1761379033875529000,0.344529052734375,-0.05163097381591797,0.003916442394256592,0.006808029487729073
1761379033895581000,0.364580810546875,-0.05709648132324219,0.00830996036529541,0.013609828427433968
1761379033915635200,0.38463525390625,-0.05200481414794922,0.007566332817077637,0.0015637334436178207
1761379033935688400,0.4046884765625,-0.060359954833984375,0.0017707347869873047,0.0035596247762441635
1761379033955724300,0.424724365234375,-0.061079978942871094,0.005507707595825195,0.001180080696940422
1761379033975787300,0.444787353515625,-0.05498027801513672,-0.005977451801300049,0.00284716859459877
1761379033995843300,0.46484326171875,-0.057440757751464844,-0.004805326461791992,0.0056951697915792465
1761379034015873800,0.484873779296875,-0.052964210510253906,0.0039754509925842285,0.010411595925688744
1761379034035942400,0.5049423828125,-0.046143531799316406,0.004317104816436768,0.008256630972027779
1761379034055987700,0.52498779296875,-0.047293663024902344,0.003367185592651367,0.014178061857819557
1761379034076056800,0.545056884765625,-0.051052093505859375,0.0052304863929748535,0.009845849126577377
1761379034096106000,0.56510595703125,-0.05348491668701172,-0.0038995742797851562,0.009882539510726929
1761379034116158700,0.58515869140625,-0.05859565734863281,0.0007607340812683105,0.004683537408709526
1761379034136210200,0.605210205078125,-0.04963970184326172,0.006428897380828857,0.001499217003583908
1761379034156263400,0.625263427734375,-0.05939674377441406,-0.0024277567863464355,0.0116322822868824
1761379034176315000,0.64531494140625,-0.05910491943359375,0.0015679597854614258,0.007557138800621033
1761379034196368100,0.6653681640625,-0.04905223846435547,0.007505834102630615,0.013588285073637962
1761379034216398800,0.68539892578125,-0.05444049835205078,0.003141164779663086,0.015211528167128563
1761379034236473300,0.705473388671875,-0.04991626739501953,-0.006119072437286377,0.00394643098115921
1761379034256525800,0.72552587890625,-0.05266284942626953,0.0008241534233093262,0.011226825416088104
1761379034276578300,0.745578369140625,-0.04460620880126953,0.001441359519958496,0.007757093757390976
